"","country","scenario","value2100_PropCurrent","ReefAdjacent","OnReef","Total","inCoralValues","Tourismvalue2100"
"53","China",2.6,1.2314249527348,1586283,285531,1871814,TRUE,2304998.46647834
"54","China",4.5,0.157823011756467,1586283,285531,1871814,TRUE,295415.322927919
"55","China",6,0.00993453540306745,1586283,285531,1871814,TRUE,18595.6024509573
"56","China",8.5,2.6186059088e-09,1586283,285531,1871814,TRUE,0.00490154320057457
"57","Colombia",2.6,0.455789721269597,95586,51616,147202,TRUE,67093.1585503272
"58","Colombia",4.5,0.00220795684709885,95586,51616,147202,TRUE,325.015663806645
"59","Colombia",6,0.000216577903788049,95586,51616,147202,TRUE,31.8807005934084
"60","Colombia",8.5,0,95586,51616,147202,TRUE,0
"61","Cook Islands",2.6,0.682665599291503,11108,7998,19106,TRUE,13043.0089400635
"62","Cook Islands",4.5,0.0189223865219335,11108,7998,19106,TRUE,361.531116888061
"63","Cook Islands",6,0.000964648147165593,11108,7998,19106,TRUE,18.4305674997458
"64","Cook Islands",8.5,9.11312266938029e-14,11108,7998,19106,TRUE,1.7411532172118e-09
"65","Costa Rica",2.6,0.00141492717992459,110077,59441,169518,TRUE,239.855625686456
"66","Costa Rica",4.5,6.55037522955418e-06,110077,59441,169518,TRUE,1.11040650816357
"67","Costa Rica",6,1.25834068586569e-06,110077,59441,169518,TRUE,0.21331139638658
"68","Costa Rica",8.5,0,110077,59441,169518,TRUE,0
"69","Cuba",2.6,0.103756294545759,183955,99335,283290,TRUE,29393.1206818681
"70","Cuba",4.5,0.00150155511058439,183955,99335,283290,TRUE,425.375547277452
"71","Cuba",6,0.000142824762586846,183955,99335,283290,TRUE,40.4608269932277
"72","Cuba",8.5,0,183955,99335,283290,TRUE,0
"73","Dominican Republic",2.6,1.20534790940143,376227,135442,511669,TRUE,616739.159455519
"74","Dominican Republic",4.5,0.0102188858715791,376227,135442,511669,TRUE,5228.687115025
"75","Dominican Republic",6,0.00280868357755608,376227,135442,511669,TRUE,1437.11631744454
"76","Dominican Republic",8.5,9.61392998870145e-13,376227,135442,511669,TRUE,4.91914994338888e-07
"77","Ecuador",2.6,1.17581734697869,23274,35609,58883,TRUE,69235.6528421462
"78","Ecuador",4.5,0.0215087681465724,23274,35609,58883,TRUE,1266.50079477462
"79","Ecuador",6,0.00126986590729226,23274,35609,58883,TRUE,74.7735142190903
"80","Ecuador",8.5,0,23274,35609,58883,TRUE,0
"81","Egypt",2.6,0.128513161372984,947538,5969490,6917028,TRUE,888929.135585448
"82","Egypt",4.5,0.000156957830388322,947538,5969490,6917028,TRUE,1085.68170761527
"83","Egypt",6,1.85539246801258e-05,947538,5969490,6917028,TRUE,128.338016522321
"84","Egypt",8.5,5.56383199600923e-20,947538,5969490,6917028,TRUE,3.84851817036917e-13
"85","Fiji",2.6,0.400202658833143,81203,153473,234676,TRUE,93917.9591643266
"86","Fiji",4.5,0.0243065553350416,81203,153473,234676,TRUE,5704.16517980622
"87","Fiji",6,0.00496413106027544,81203,153473,234676,TRUE,1164.9624207012
"88","Fiji",8.5,2.03724245015942e-08,81203,153473,234676,TRUE,0.00478091909233612
"89","French Polynesia",2.6,0.766912185380257,41940,71717,113657,TRUE,87164.9382537639
"90","French Polynesia",4.5,0.0353303570650358,41940,71717,113657,TRUE,4015.54239294077
"91","French Polynesia",6,0.00490264022508558,41940,71717,113657,TRUE,557.219380062551
"92","French Polynesia",8.5,3.357797081021e-11,41940,71717,113657,TRUE,3.81637142837604e-06
"93","Grenada",2.6,0.28264659338849,10668,12482,23150,TRUE,6543.26863694355
"94","Grenada",4.5,0.00135743069348646,10668,12482,23150,TRUE,31.4245205542117
"95","Grenada",6,0.000129884177437009,10668,12482,23150,TRUE,3.00681870766677
"96","Grenada",8.5,3.34964768127386e-15,10668,12482,23150,TRUE,7.75443438214898e-11
"97","Guadeloupe",2.6,0.0490892059231184,55499,34964,90463,TRUE,4440.75683542306
"98","Guadeloupe",4.5,0.00100452778810573,55499,34964,90463,TRUE,90.8725972954083
"99","Guadeloupe",6,0.000134825135698972,55499,34964,90463,TRUE,12.1966862507361
"100","Guadeloupe",8.5,0,55499,34964,90463,TRUE,0
"101","Guam",2.6,0.169449757282156,115444,207800,323244,TRUE,54773.6173429133
"102","Guam",4.5,0.000575644133853204,115444,207800,323244,TRUE,186.073512403245
"103","Guam",6,4.0609731949141e-05,115444,207800,323244,TRUE,13.1268521941681
"104","Guam",8.5,1.90122193268249e-14,115444,207800,323244,TRUE,6.1455858240802e-09
"105","Haiti",2.6,1.06224718528551,10487,4719,15206,TRUE,16152.5306994514
"106","Haiti",4.5,0.00340697406807209,10487,4719,15206,TRUE,51.8064476791042
"107","Haiti",6,0.000388078875453062,10487,4719,15206,TRUE,5.90112738013925
"108","Haiti",8.5,0,10487,4719,15206,TRUE,0
"109","Honduras",2.6,0.601048166431653,63532,383096,446628,TRUE,268444.940477036
"110","Honduras",4.5,0.0425300048677259,63532,383096,446628,TRUE,18995.0910140627
"111","Honduras",6,0.00173600915523521,63532,383096,446628,TRUE,775.35029698439
"112","Honduras",8.5,0,63532,383096,446628,TRUE,0
"113","India",2.6,0.0437325804485373,393290,70792,464082,TRUE,20295.5033997181
"114","India",4.5,0.00024636547850998,393290,70792,464082,TRUE,114.333783997869
"115","India",6,7.39871121391712e-05,393290,70792,464082,TRUE,34.3360869757708
"116","India",8.5,0,393290,70792,464082,TRUE,0
"117","Indonesia",2.6,0.442459309047682,1106233,1991220,3097453,TRUE,1370496.91418767
"118","Indonesia",4.5,0.014965401754019,1106233,1991220,3097453,TRUE,46354.6285591915
"119","Indonesia",6,0.00187035587927465,1106233,1991220,3097453,TRUE,5793.33942932689
"120","Indonesia",8.5,0,1106233,1991220,3097453,TRUE,0
"121","Iran",2.6,0.165231022108902,13345,0,13345,TRUE,2205.0079900433
"122","Iran",4.5,0.00495625320691344,13345,0,13345,TRUE,66.1411990462598
"123","Iran",6,0.000660354477307816,13345,0,13345,TRUE,8.81243049967281
"124","Iran",8.5,0,13345,0,13345,TRUE,0
"125","Jamaica",2.6,0.000683646665848859,216484,116902,333386,TRUE,227.918227340688
"126","Jamaica",4.5,5.53761591364052e-08,216484,116902,333386,TRUE,0.0184616361898496
"127","Jamaica",6,0,216484,116902,333386,TRUE,0
"128","Jamaica",8.5,7.55157742610761e-27,216484,116902,333386,TRUE,2.51759019178031e-21
"129","Japan",2.6,1.77941255650163,542649,634900,1177549,TRUE,2095345.47649593
"130","Japan",4.5,0.298105862180376,542649,634900,1177549,TRUE,351034.25990464
"131","Japan",6,0.0357577301015293,542649,634900,1177549,TRUE,42106.4793233257
"132","Japan",8.5,2.43661212550734e-09,542649,634900,1177549,TRUE,0.00286923017177904
"133","Kenya",2.6,1.84222330524042,58036,26116,84152,TRUE,155026.775582592
"134","Kenya",4.5,0.592868519459943,58036,26116,84152,TRUE,49891.0716495932
"135","Kenya",6,0.110174537066175,58036,26116,84152,TRUE,9271.40764319273
"136","Kenya",8.5,0,58036,26116,84152,TRUE,0
"137","Kuwait",2.6,0.953191278520466,76127,41109,117236,TRUE,111748.332728625
"138","Kuwait",4.5,0.0137250133015863,76127,41109,117236,TRUE,1609.06565942477
"139","Kuwait",6,0.000350119574109574,76127,41109,117236,TRUE,41.04661839031
"140","Kuwait",8.5,3.22336220111125e-19,76127,41109,117236,TRUE,3.77894091009478e-14
"141","Madagascar",2.6,1.24049970353946,26577,23919,50496,TRUE,62640.2730299288
"142","Madagascar",4.5,0.133279884891734,26577,23919,50496,TRUE,6730.10106749302
"143","Madagascar",6,0.0130235092972513,26577,23919,50496,TRUE,657.635125474001
"144","Madagascar",8.5,7.7665989369551e-12,26577,23919,50496,TRUE,3.92182179920484e-07
"145","Malaysia",2.6,0.963044138249517,410341,738614,1148955,TRUE,1106494.37786247
"146","Malaysia",4.5,0.110650642610325,410341,738614,1148955,TRUE,127132.609080346
"147","Malaysia",6,0.0244486355118898,410341,738614,1148955,TRUE,28090.3820145634
"148","Malaysia",8.5,4.67332899463158e-08,410341,738614,1148955,TRUE,0.0536944471502693
"149","Maldives",2.6,0.0180051917019958,169574,915699,1085273,TRUE,19540.5484140001
"150","Maldives",4.5,0.000111278752527964,169574,915699,1085273,TRUE,120.767825592281
"151","Maldives",6,1.86197328206118e-05,169574,915699,1085273,TRUE,20.2074932974238
"152","Maldives",8.5,0,169574,915699,1085273,TRUE,0
"153","Martinique",2.6,1.81208996731307,58011,31326,89337,TRUE,161886.681409848
"154","Martinique",4.5,0.130254970656567,58011,31326,89337,TRUE,11636.5883135458
"155","Martinique",6,0.0155312660619512,58011,31326,89337,TRUE,1387.51671617653
"156","Martinique",8.5,0,58011,31326,89337,TRUE,0
"157","Mauritius",2.6,0.336573225499184,164415,147974,312389,TRUE,105141.773340465
"158","Mauritius",4.5,0.0285489441838576,164415,147974,312389,TRUE,8918.37612465109
"159","Mauritius",6,0.00529190243371377,164415,147974,312389,TRUE,1653.13210936541
"160","Mauritius",8.5,0,164415,147974,312389,TRUE,0
"161","Mexico",2.6,0.634661241321508,1657394,1342489,2999883,TRUE,1903909.46859929
"162","Mexico",4.5,0.226820781069258,1657394,1342489,2999883,TRUE,680435.805176389
"163","Mexico",6,0.0965959056958905,1657394,1342489,2999883,TRUE,289776.415366705
"164","Mexico",8.5,0.0188528518350751,1657394,1342489,2999883,TRUE,56556.3497215605
"165","Micronesia",2.6,1.24457387632647,2481,15627,18108,TRUE,22536.7437525197
"166","Micronesia",4.5,0.505568424379551,2481,15627,18108,TRUE,9154.83302866491
"167","Micronesia",6,0.201904388455483,2481,15627,18108,TRUE,3656.08466615189
"168","Micronesia",8.5,1.72005747768793e-07,2481,15627,18108,TRUE,0.0031146800805973
"169","Mozambique",2.6,0.209018729271892,13070,55286,68356,TRUE,14287.6842581094
"170","Mozambique",4.5,0.00278619729513314,13070,55286,68356,TRUE,190.453302306121
"171","Mozambique",6,0.000660969624684884,13070,55286,68356,TRUE,45.18123966496
"172","Mozambique",8.5,1.32801135826602e-07,13070,55286,68356,TRUE,0.00907775444056323
"173","Myanmar",2.6,0.32042519531803,5568,6013,11581,TRUE,3710.84418697811
"174","Myanmar",4.5,0.0019744630967299,5568,6013,11581,TRUE,22.866257123229
"175","Myanmar",6,0.00204471183373659,5568,6013,11581,TRUE,23.6798077465035
"176","Myanmar",8.5,0,5568,6013,11581,TRUE,0
"177","New Caledonia",2.6,0.866021967260165,12113,16352,28465,TRUE,24651.3152980606
"178","New Caledonia",4.5,0.131200553758234,12113,16352,28465,TRUE,3734.62376272812
"179","New Caledonia",6,0.0318705214294437,12113,16352,28465,TRUE,907.194392489114
"180","New Caledonia",8.5,3.54724459379352e-08,12113,16352,28465,TRUE,0.00100972317362333
"181","Nicaragua",2.6,0.0610778316611004,6381,4594,10975,TRUE,670.329202480577
"182","Nicaragua",4.5,0.00146400474272477,6381,4594,10975,TRUE,16.0674520514043
"183","Nicaragua",6,0.000107529693583153,6381,4594,10975,TRUE,1.1801383870751
"184","Nicaragua",8.5,2.38693907407216e-08,6381,4594,10975,TRUE,0.00026196656337942
"185","Northern Mariana Islands",2.6,5.28404609151841e-05,16568,44734,61302,TRUE,3.23922593502262
"186","Northern Mariana Islands",4.5,1.44549669105815e-07,16568,44734,61302,TRUE,0.00886118381552465
"187","Northern Mariana Islands",6,7.58709919744712e-09,16568,44734,61302,TRUE,0.000465104355001903
"188","Northern Mariana Islands",8.5,0,16568,44734,61302,TRUE,0
"189","Oman",2.6,0.0464360042638931,143613,77551,221164,TRUE,10269.9724470196
"190","Oman",4.5,0.00048833803277133,143613,77551,221164,TRUE,108.002792679838
"191","Oman",6,7.29535641694007e-05,143613,77551,221164,TRUE,16.1347020659613
"192","Oman",8.5,0,143613,77551,221164,TRUE,0
"193","Palau",2.6,1.92238075367431,12672,79831,92503,TRUE,177825.986857135
"194","Palau",4.5,0.990710284936732,12672,79831,92503,TRUE,91643.6734875025
"195","Palau",6,0.250014464812604,12672,79831,92503,TRUE,23127.0880385603
"196","Palau",8.5,1.6186190190685e-08,12672,79831,92503,TRUE,0.00149727115120893
"197","Panama",2.6,0.330394893343034,94588,59590,154178,TRUE,50939.6238658423
"198","Panama",4.5,0.00248012322947616,94588,59590,154178,TRUE,382.380439274175
"199","Panama",6,0.000328228929202481,94588,59590,154178,TRUE,50.6056798465801
"200","Panama",8.5,6.2765347058205e-13,94588,59590,154178,TRUE,9.67703567873993e-08
"201","Papua New Guinea",2.6,1.06346011557897,8655,23369,32024,TRUE,34056.246741301
"202","Papua New Guinea",4.5,0.202612721484153,8655,23369,32024,TRUE,6488.4697928085
"203","Papua New Guinea",6,0.0531505138296471,8655,23369,32024,TRUE,1702.09205488062
"204","Papua New Guinea",8.5,0,8655,23369,32024,TRUE,0
"205","Philippines",2.6,1.31634158281431,451187,933957,1385144,TRUE,1823322.64538575
"206","Philippines",4.5,0.163058399590912,451187,933957,1385144,TRUE,225859.363842954
"207","Philippines",6,0.0260941772614608,451187,933957,1385144,TRUE,36144.1930686488
"208","Philippines",8.5,4.25613603565148e-09,451187,933957,1385144,TRUE,0.00589536129296643
"209","Puerto Rico",2.6,0.109369012791203,510919,137948,648867,TRUE,70965.9432227893
"210","Puerto Rico",4.5,0.000277475723444909,510919,137948,648867,TRUE,180.044840244528
"211","Puerto Rico",6,3.75363954080858e-05,510919,137948,648867,TRUE,24.3561282792584
"212","Puerto Rico",8.5,0,510919,137948,648867,TRUE,0
"213","Qatar",2.6,5.77091384998082e-07,99143,8923,108066,TRUE,0.0623639576112028
"214","Qatar",4.5,5.8029585188634e-11,99143,8923,108066,TRUE,6.27102515299493e-06
"215","Qatar",6,1.25529779843416e-10,99143,8923,108066,TRUE,1.35655011885586e-05
"216","Qatar",8.5,0,99143,8923,108066,TRUE,0
"217","Saint Kitts and Nevis",2.6,2.66446390068035e-06,9963,6277,16240,TRUE,0.0432708937470489
"218","Saint Kitts and Nevis",4.5,1.40803329062817e-10,9963,6277,16240,TRUE,2.28664606398016e-06
"219","Saint Kitts and Nevis",6,0,9963,6277,16240,TRUE,0
"220","Saint Kitts and Nevis",8.5,0,9963,6277,16240,TRUE,0
"221","Saint Lucia",2.6,1.44839313269842,32892,23682,56574,TRUE,81941.3930892806
"222","Saint Lucia",4.5,0.155024284820752,32892,23682,56574,TRUE,8770.34388944921
"223","Saint Lucia",6,0.00756760079625807,32892,23682,56574,TRUE,428.129447447504
"224","Saint Lucia",8.5,0,32892,23682,56574,TRUE,0
"225","Saint Vincent and the Grenadines",2.6,0.63240211235739,9404,15235,24639,TRUE,15581.7556463737
"226","Saint Vincent and the Grenadines",4.5,0.0103658768302236,9404,15235,24639,TRUE,255.404839219879
"227","Saint Vincent and the Grenadines",6,0.00098757380434371,9404,15235,24639,TRUE,24.3328309652247
"228","Saint Vincent and the Grenadines",8.5,9.89991247391123e-08,9404,15235,24639,TRUE,0.00243923943444699
"229","Samoa",2.6,0.274007976766517,8614,3876,12490,TRUE,3422.35962981379
"230","Samoa",4.5,0.361564748693577,8614,3876,12490,TRUE,4515.94371118278
"231","Samoa",6,0.277020089598969,8614,3876,12490,TRUE,3459.98091909112
"232","Samoa",8.5,0.334021871213239,8614,3876,12490,TRUE,4171.93317145336
"233","Saudi Arabia",2.6,0.680578871385843,135016,133665,268681,TRUE,182858.61174282
"234","Saudi Arabia",4.5,0.0385679736207795,135016,133665,268681,TRUE,10362.4817204046
"235","Saudi Arabia",6,0.00274681536308856,135016,133665,268681,TRUE,738.017098569997
"236","Saudi Arabia",8.5,0,135016,133665,268681,TRUE,0
"237","Seychelles",2.6,0.53714623323093,38495,34646,73141,TRUE,39287.4126447435
"238","Seychelles",4.5,0.0983338563265201,38495,34646,73141,TRUE,7192.23658557801
"239","Seychelles",6,0.0123309913090861,38495,34646,73141,TRUE,901.901035337863
"240","Seychelles",8.5,2.5392189525578e-10,38495,34646,73141,TRUE,1.8572101340903e-05
"241","Solomon Islands",2.6,0.544225969049583,4514,17470,21984,TRUE,11964.263703586
"242","Solomon Islands",4.5,0.0366525290298177,4514,17470,21984,TRUE,805.769198191513
"243","Solomon Islands",6,0.00455195156778245,4514,17470,21984,TRUE,100.070103266129
"244","Solomon Islands",8.5,0,4514,17470,21984,TRUE,0
"245","Sri Lanka",2.6,0.290278335645349,75570,6801,82371,TRUE,23910.5167854431
"246","Sri Lanka",4.5,0.0132904572671892,75570,6801,82371,TRUE,1094.74825555564
"247","Sri Lanka",6,0.00385141107848826,75570,6801,82371,TRUE,317.244581946157
"248","Sri Lanka",8.5,0,75570,6801,82371,TRUE,0
"249","Sudan",2.6,0.925655583907682,4051,24429,28480,TRUE,26362.6710296908
"250","Sudan",4.5,0.0330146178961404,4051,24429,28480,TRUE,940.256317682078
"251","Sudan",6,0.00128272710031773,4051,24429,28480,TRUE,36.5320678170489
"252","Sudan",8.5,1.35919785037141e-16,4051,24429,28480,TRUE,3.87099547785776e-12
"253","Taiwan",2.6,1.68270170156581,274102,49338,323440,TRUE,544253.038354447
"254","Taiwan",4.5,0.0815480446563409,274102,49338,323440,TRUE,26375.8995636469
"255","Taiwan",6,0.0147218859793279,274102,49338,323440,TRUE,4761.64680115382
"256","Taiwan",8.5,9.88228886839444e-09,274102,49338,323440,TRUE,0.0031963275115935
"257","Tanzania",2.6,0.29808638409127,65867,65209,131076,TRUE,39071.9708811473
"258","Tanzania",4.5,0.00189828674958555,65867,65209,131076,TRUE,248.819833988675
"259","Tanzania",6,0.000375407265995061,65867,65209,131076,TRUE,49.2068827975687
"260","Tanzania",8.5,4.73334639150315e-12,65867,65209,131076,TRUE,6.20428111612667e-07
"261","Thailand",2.6,0.30778554758065,1331577,1078577,2410154,TRUE,741810.568643693
"262","Thailand",4.5,0.00068599505511196,1331577,1078577,2410154,TRUE,1653.35372605831
"263","Thailand",6,4.35578642055159e-05,1331577,1078577,2410154,TRUE,104.981160646381
"264","Thailand",8.5,0,1331577,1078577,2410154,TRUE,0
"265","Tonga",2.6,0.327152786563203,3776,9515,13291,TRUE,4348.18768621153
"266","Tonga",4.5,0.00463774027096796,3776,9515,13291,TRUE,61.6402059414351
"267","Tonga",6,0.00232795590403364,3776,9515,13291,TRUE,30.9408619205111
"268","Tonga",8.5,0.000247253716982919,3776,9515,13291,TRUE,3.28624915241998
"269","Trinidad and Tobago",2.6,6.9412890053096e-06,19131,25827,44958,TRUE,0.312066471100709
"270","Trinidad and Tobago",4.5,1.10393177345235e-09,19131,25827,44958,TRUE,4.96305646708707e-05
"271","Trinidad and Tobago",6,8.8351700600095e-11,19131,25827,44958,TRUE,3.97211575557907e-06
"272","Trinidad and Tobago",8.5,1.15438672061974e-23,19131,25827,44958,TRUE,5.18989181856222e-19
"273","Turks and Caicos Islands",2.6,0.0242606979881692,30027,67560,97587,TRUE,2367.52873457147
"274","Turks and Caicos Islands",4.5,0.00073063278537725,30027,67560,97587,TRUE,71.3002616266097
"275","Turks and Caicos Islands",6,8.20895290570408e-05,30027,67560,97587,TRUE,8.01087087208944
"276","Turks and Caicos Islands",8.5,0,30027,67560,97587,TRUE,0
"277","United Arab Emirates",2.6,0.0548128565825237,377673,67981,445654,TRUE,24427.568787428
"278","United Arab Emirates",4.5,0.00048347613391357,377673,67981,445654,TRUE,215.463072983118
"279","United Arab Emirates",6,2.89956604956559e-05,377673,67981,445654,TRUE,12.922032082531
"280","United Arab Emirates",8.5,1.41979249871682e-16,377673,67981,445654,TRUE,6.32736206223144e-11
"281","United States",2.6,0.0236238910528813,1530666,857063,2387729,TRUE,56407.4497598053
"282","United States",4.5,5.31546779052129e-05,1530666,857063,2387729,TRUE,126.918965919936
"283","United States",6,4.53372689412456e-06,1530666,857063,2387729,TRUE,10.8253111831811
"284","United States",8.5,0,1530666,857063,2387729,TRUE,0
"285","Vanuatu",2.6,0.827211173105227,20488,29503,49991,TRUE,41353.1137547034
"286","Vanuatu",4.5,0.0336462195847983,20488,29503,49991,TRUE,1682.00816326365
"287","Vanuatu",6,0.00516166584107194,20488,29503,49991,TRUE,258.036837061027
"288","Vanuatu",8.5,0,20488,29503,49991,TRUE,0
"289","Venezuela",2.6,0.000407501614058844,183029,98836,281865,TRUE,114.860442446696
"290","Venezuela",4.5,7.35953082115282e-07,183029,98836,281865,TRUE,0.207439415490424
"291","Venezuela",6,7.9479529629797e-08,183029,98836,281865,TRUE,0.0224024976191027
"292","Venezuela",8.5,0,183029,98836,281865,TRUE,0
"293","Vietnam",2.6,0.541319833598217,116479,20966,137445,TRUE,74401.704528907
"294","Vietnam",4.5,0.0124757124280806,116479,20966,137445,TRUE,1714.72429467754
"295","Vietnam",6,0.00100782771499168,116479,20966,137445,TRUE,138.520880287031
"296","Vietnam",8.5,4.39099584429987e-10,116479,20966,137445,TRUE,6.03520423819796e-05
"297","British Virgin Islands",2.6,0.403941039237118,61883,133667,195550,TRUE,78990.6702228184
"298","British Virgin Islands",4.5,0.0024155719117972,61883,133667,195550,TRUE,472.365087351942
"299","British Virgin Islands",6,0.000230678561805241,61883,133667,195550,TRUE,45.109192761015
"300","British Virgin Islands",8.5,0,61883,133667,195550,TRUE,0
"301","Virgin Islands of the United States",2.6,0.0281337436441904,127215,148841,276056,TRUE,7766.48873544063
"302","Virgin Islands of the United States",4.5,0.000107717667211412,127215,148841,276056,TRUE,29.7361083397134
"303","Virgin Islands of the United States",6,1.10461304668202e-05,127215,148841,276056,TRUE,3.04935059214851
"304","Virgin Islands of the United States",8.5,1.07086974516493e-18,127215,148841,276056,TRUE,2.9562001837125e-13
