"rcp","scenario","scenario_short","sovereign_iso3","sovereign","country","b1","b2","c1","c2","p1","p2","msy_tot1","msy_tot2","bbmsy_avg1","bbmsy_avg2","bbmsy_prop1","bbmsy_prop2","b_pdiff","c_pdiff","p_pdiff","bbmsy_prop_diff","msy_pdiff"
"RCP 8.5","Full Adaptation","Full","Disputed","Disputed","Western Sahara/Mauritania",88850.307799146,408906.706097525,10689.535397047,20338.9558165599,7007474.47664457,8859123.51721952,17749.8629043655,26326.2955077504,1.06356167530118,1.59216373114554,0.701490131825257,0.987313620212585,434.444817211128,74.8909764460517,69.1133754676125,0.499057004212769,48.3183033558845
"RCP 6.0","Full Adaptation","Full","DJI","Djibouti","Djibouti",64690.7128456263,76199.9571793893,5392.25177609637,4834.47109740459,4643684.03459149,3964564.13005879,4982.08430896432,4978.28505822482,1.05823876947244,1.22699221413309,0.650746268656716,0.994969435326167,4.34399516077389,4.19790506014784,12.0047023484714,0.576063962689352,-0.0762582586701996
"RCP 8.5","Full Adaptation","Full","DJI","Djibouti","Djibouti",64114.9746809586,194.944351656846,5393.59311016964,10.3642565209675,4643337.76138281,10086.9530407925,4984.00958495596,10.2998312205405,1.05284218593456,1.44685039890177,0.642786069651741,0.995777777777778,-99.7128181873506,-99.8113463811257,-99.7358692446315,0.580354892205639,-99.7933424676463
"RCP 6.0","Full Adaptation","Full","DMA","Dominica","Dominica",61756.4440513273,90292.2045460208,4124.34766204831,4061.06364568535,4379037.45486237,6226275.15520051,4229.82481663208,4241.69939733568,1.03010168640019,1.42358777969753,0.635266788006514,0.986244554663308,37.9500425918792,17.0032904593974,41.7154274886889,0.580429821451314,0.280734574559857
"RCP 8.5","Full Adaptation","Full","DMA","Dominica","Dominica",61434.9132497174,54679.9122656529,4129.21045982956,2632.50861750656,4386336.68476682,3123154.2079772,4242.86539813595,2935.98698379317,1.02348523062415,2.35066277243259,0.625807069642686,0.988333750065012,-16.4176702757398,-26.4424185747258,-32.9233379659246,0.587500336902832,-30.8017882188047
"RCP 6.0","Full Adaptation","Full","DNK","Denmark","Denmark",1378225.97506072,2159761.46019048,168708.280592845,239620.158392345,122755990.137001,177769338.967112,236148.047761039,245356.017585843,1.05404415139048,1.26452955266034,0.664797774437243,0.980707196029777,79.8843657836363,21.9502879794821,46.5141979885068,0.464816656040565,3.89923605640913
"RCP 8.5","Full Adaptation","Full","DNK","Denmark","Denmark",1380452.69123872,2223729.89835827,168650.707234979,230237.009828769,122745738.791827,174919300.687604,238150.758024725,237032.908885514,1.04948624410495,1.39253912022909,0.664524513295921,0.984236923811799,89.3793028353375,14.1384101646036,49.5435726313652,0.477399643445106,-0.469387185026425
"RCP 6.0","Full Adaptation","Full","DNK","Denmark","Faeroe Islands",1673214.49917797,3131607.0041795,172668.407045098,309116.988603109,145713922.878512,245400114.889489,252227.441105802,315832.575806589,1.03618324947566,1.26145584041135,0.63665785628869,0.98133152173913,114.840061505997,55.0294273131963,69.8029495235061,0.496600623782853,25.2173730272699
"RCP 8.5","Full Adaptation","Full","DNK","Denmark","Faeroe Islands",1656127.18926398,3613286.22673203,172478.440845608,336416.455608146,145533258.911352,253916514.258036,251993.236388087,344422.100139353,1.03285476264602,1.37737503279844,0.637204550989259,0.984655002650913,156.301023575398,64.838063312901,86.2999092331519,0.504576245922828,36.6791049934842
"RCP 6.0","Full Adaptation","Full","DNK","Denmark","Greenland",3935749.89271708,5537887.24312768,447966.917029839,685464.725567106,418234646.361043,776841820.693939,596309.411864813,699417.037914088,1.00757899772054,1.21961765289113,0.611110541777687,0.965316760224539,62.0899830813563,41.7313322333305,98.4232220609826,0.506385285195503,17.2909606988813
"RCP 8.5","Full Adaptation","Full","DNK","Denmark","Greenland",3937048.44962774,5990129.99920701,449942.962668968,708227.392317143,421609533.373261,796293386.785362,598591.261882114,725148.641952695,1.00413787993743,1.34354328132731,0.613249955159972,0.972527472527473,81.325423718035,43.2639290778273,126.518947138226,0.528912775984449,21.1425371751427
"RCP 6.0","Full Adaptation","Full","DOM","Dominican Republic","Dominican Republic",394501.010614927,538227.20000891,28994.2594504581,27851.9672047291,30575361.4407618,40503478.9652453,27977.586878326,29002.3129594671,1.02485214358185,1.42679076140403,0.628378378378378,0.986430951499445,26.2853687378507,22.6254339231225,41.1348196110624,0.578322843391337,3.66266785479984
"RCP 8.5","Full Adaptation","Full","DOM","Dominican Republic","Dominican Republic",409682.832815875,272278.530885765,29250.1072848123,17115.1656026716,30785306.3276769,17564941.6020582,29246.302413489,18460.9001573468,1.01895924778971,2.51334859418891,0.622972972972973,0.986686057321768,-37.7550128401898,-31.8674398979491,-44.3063202984462,0.588713084348795,-36.8778319517335
"RCP 6.0","Full Adaptation","Full","DZA","Algeria","Algeria",825661.348181903,1202804.36081129,64071.8332968652,96920.1345178548,41700098.4912219,49596303.4694714,108039.556809899,99994.874790167,1.05352885674965,1.33494735889856,0.669502182290168,0.985255063468709,55.2602786133347,32.6168356248915,30.9206427113607,0.515450818196328,-7.44605240642314
"RCP 8.5","Full Adaptation","Full","DZA","Algeria","Algeria",947481.343972976,1166336.57801238,73017.2106295516,93586.482418167,47667555.4009446,43159978.8521002,124462.760867266,96453.985750633,1.05081521202671,1.47785197830741,0.669758791049114,0.983473232601237,31.3472891838763,8.59299879321743,-5.42643496198851,0.514513627835181,-22.5037392079891
"RCP 6.0","Full Adaptation","Full","ECU","Ecuador","Ecuador",1988049.52096974,2853165.76740415,131901.472350839,91447.8604355742,139564893.204242,77091479.5054397,118552.272022423,109904.275437701,1.02192768636281,1.37373691390865,0.610833333333333,0.983179034325595,33.2959912172291,-29.7833059542837,-30.0928293593912,0.541512367658928,-7.29466963154165
"RCP 8.5","Full Adaptation","Full","ECU","Ecuador","Ecuador",1937703.68203365,3255400.54436956,130935.44108347,91579.7341418031,138533855.589727,76956241.2450511,117808.147107926,109294.226418597,1.01488145048127,1.6891176836095,0.602045454545455,0.978489546484563,52.6645386345408,-19.0329394357404,-17.0365272829182,0.540734725547924,-7.2269370992902
"RCP 6.0","Full Adaptation","Full","ECU","Ecuador","Galapagos Islands",3408293.85718151,5202967.47243485,230869.321329729,179124.420453807,243256204.770924,144024614.049747,227577.400865671,211755.250364137,1.02939966172387,1.37108029739896,0.623931623931624,0.982832301797819,44.108041842394,-23.9716020987719,-20.7973318501714,0.536678455643973,-6.95242604992812
"RCP 8.5","Full Adaptation","Full","ECU","Ecuador","Galapagos Islands",3393498.63594544,4254815.96698699,231115.337096567,151311.399124515,243595707.131709,112523520.713762,230071.880314952,170400.676310265,1.0221494757393,1.66836467836817,0.613675213675214,0.977832439299831,15.7529360970565,-27.9849841407468,-28.2758875321474,0.534242695710087,-25.9358961742743
"RCP 6.0","Full Adaptation","Full","EGY","Egypt","Egypt",1064053.93761066,1708242.89300967,93428.7839648537,145231.457347253,66405924.7610878,75269499.7477798,157522.648108836,148754.762887323,1.05658441562424,1.2877909389799,0.655226799833541,0.992451755991423,67.5130163429929,41.7403195412466,44.0224214966886,0.567108435142484,-5.56611085883658
"RCP 8.5","Full Adaptation","Full","EGY","Egypt","Egypt",1051144.69150572,1258021.11989682,94391.1894358566,88499.707192948,67173435.4469295,51054782.757551,158138.999723742,90972.0089628331,1.04993295643739,1.61061825316251,0.649358512066383,0.994016502161189,24.4382156771597,-15.0161251890383,-6.07611280195925,0.575263806025326,-42.4733878918199
"RCP 6.0","Full Adaptation","Full","ERI","Eritrea","Eritrea",439765.855088315,463700.893644151,37363.0505374102,30950.3002374168,37355483.7379094,29908714.946314,34894.3437877285,31826.2013789381,1.06110777928305,1.22745476270639,0.658188442211055,0.989768576927082,-5.38009453223968,-1.83454706520697,9.04226967562178,0.567256014113012,-8.79266401298364
"RCP 8.5","Full Adaptation","Full","ERI","Eritrea","Eritrea",438252.909158406,5.99206699473466,37448.773386091,0.283176791693898,37393420.3287103,262.609005891859,34997.6016422557,0.297299021275981,1.05417172793729,1.84192105562293,0.6445,0.998181818181818,-99.9987687867836,-99.9990896959201,-99.9989893973789,0.580181818181818,-99.9991505160145
"RCP 6.0","Full Adaptation","Full","ESP","Spain","Canary Islands",1269519.16722602,2772249.1753681,125477.122782999,220933.814210378,85061241.493288,112397971.722397,180631.778911092,243161.072459263,1.05392866727288,1.34963003027616,0.682439024390244,0.985365853658537,121.043271319515,86.7346263779672,76.3055148009635,0.518536585365854,34.6169948195816
"RCP 8.5","Full Adaptation","Full","ESP","Spain","Canary Islands",1314073.4187524,2504263.11053378,125487.907897256,189750.282945133,85154592.1515939,99774188.5261477,192983.161028513,210031.320995184,1.0503063723801,1.5630082999685,0.682439024390244,0.987790530846485,98.0276440031108,49.2604648996109,47.3213078412716,0.526327116212339,8.83401426104291
"RCP 6.0","Full Adaptation","Full","ESP","Spain","Spain",4134988.22748532,6382654.66151056,321776.825462639,513216.865360643,221280036.780648,275853715.900223,533821.890759936,528851.620743097,1.03584962384415,1.31939194583223,0.65,0.98316384180791,64.140915495982,39.6099580002184,36.3350311236903,0.53566384180791,-0.931072723481619
"RCP 8.5","Full Adaptation","Full","ESP","Spain","Spain",4086714.48019898,5837975.61586918,320873.144831829,453272.586223884,220574532.614368,231076430.947316,530191.897290828,468845.491395975,1.03231034442268,1.51288066113486,0.65,0.985222089815532,52.1292153714363,20.9594352952199,10.0753871865444,0.544805423148865,-11.5706041922407
"RCP 6.0","Full Adaptation","Full","EST","Estonia","Estonia",185375.806177035,252165.897766796,28197.0847273366,35107.6950891338,16958608.1517021,31819514.3149479,31036.0869804337,36048.4536101422,1.03961065966418,1.27220503412171,0.654198287135293,1,51.4333720700208,14.1841702090635,87.6158171071026,0.520093735931571,16.1501243145392
"RCP 8.5","Full Adaptation","Full","EST","Estonia","Estonia",184895.178106985,217017.461132231,28186.9789331954,24402.9308037979,16987443.7581477,24115696.6800886,31050.6857038822,25342.0493787449,1.03509543693594,1.38015013878759,0.654157823654254,1,35.9914262071989,-23.6073149158969,50.0776235684893,0.526065984950801,-18.3848961648649
"RCP 6.0","Full Adaptation","Full","FIN","Finland","Finland",239771.866383119,425798.77852716,36169.2661988438,61628.426021169,13697929.6932899,48865075.7950543,37959.8262056208,63300.3894571114,1.04726779338819,1.27146473076158,0.666413676547202,1,93.6726784541765,56.0403051973449,238.657004310089,0.517436421150614,66.75626783491
"RCP 8.5","Full Adaptation","Full","FIN","Finland","Finland",261619.316451398,459217.829253541,39677.767579794,59956.4162342449,16044280.8483062,50168916.9916782,41704.9745703485,62148.3047097479,1.04158794298425,1.37816162451141,0.663025353977207,1,100.221246616685,33.4529386447557,215.626074559406,0.524425938183493,49.0189248405256
"RCP 6.0","Full Adaptation","Full","FJI","Fiji","Fiji",1528532.54739047,2504043.82154047,124328.722677774,155138.04246412,154729236.655174,146974512.737589,135269.686803542,158485.913577615,1.03946187180635,1.21259507362851,0.625925925925926,0.987654320987654,53.3458865184276,42.3544056589479,26.4084780754256,0.562345679012346,17.1629189973593
"RCP 8.5","Full Adaptation","Full","FJI","Fiji","Fiji",1517680.26235061,3356756.2243114,124334.803450395,164198.16423945,154683033.107179,144469025.751838,135196.29058072,168001.904532909,1.03596413784009,1.62559584107156,0.62283950617284,0.984567901234568,102.244577193373,57.2153147246442,52.4396369870322,0.560493827160494,24.2651731133125
"RCP 6.0","Full Adaptation","Full","FRA","France","Amsterdam Island and Saint Paul Island",127272.615100711,146287.784524564,16513.0723258974,15518.4919657081,15239508.7776495,16414444.0500515,15639.9141603216,15915.4763409577,1.10994643462439,1.19791098960128,0.752882960413081,0.964285714285714,-0.567169010936565,23.9897397669903,50.2602455809023,0.358691910499139,1.76191619603102
"RCP 8.5","Full Adaptation","Full","FRA","France","Amsterdam Island and Saint Paul Island",127126.793053016,166921.19591332,16512.4647973422,15534.871186877,15238335.8245375,16521119.3483937,15640.881614587,15940.0380226212,1.10747311200939,1.36069192270932,0.751893287435456,0.970238095238095,14.6847058775392,17.8231668006541,43.223101118011,0.368904188181297,1.91265694227384
"RCP 6.0","Full Adaptation","Full","FRA","France","Bassas da India",52943.4444674749,58375.9827647757,6163.81077649632,5488.70549282808,6306970.69619195,5885391.26413847,5649.2162706262,5635.70674527979,1.06579965683739,1.21566612581967,0.656593406593407,0.988825841469116,-3.27367108485527,15.6142351513837,34.6425833473025,0.539924742568017,-0.23913981513958
"RCP 8.5","Full Adaptation","Full","FRA","France","Bassas da India",52855.5628404721,69589.1225448476,6162.88796566622,5254.17377672359,6305373.73837437,5676942.11861901,5649.36171921929,5444.72617585771,1.06208671095193,1.59568543346744,0.653296703296703,0.992058073428617,15.5908656312211,6.22277687426961,24.5516534575924,0.54535477672532,-3.62227723293767
"RCP 6.0","Full Adaptation","Full","FRA","France","Clipperton Island",73280.2102353159,75660.3016738301,11049.5095631186,10020.4336262468,10828479.6886294,10421101.0053664,10375.8467082438,10271.6843843656,1.05096382451987,1.21720967280654,0.674358974358974,0.979462289720056,-9.79205345123093,12.3576576881002,25.9691169525407,0.485872546130312,-1.00389227797073
"RCP 8.5","Full Adaptation","Full","FRA","France","Clipperton Island",73225.5607219278,82208.5298476658,11048.4059591277,9995.52505230463,10826375.9574375,10393194.9579018,10377.4879571633,10242.2654270473,1.0476473222756,1.47268579127194,0.67051282051282,0.987416604892513,-1.30052926284192,8.93259214524732,21.9644316407896,0.495108912584821,-1.30303721550091
"RCP 6.0","Full Adaptation","Full","FRA","France","Crozet Islands",54470.8732383842,106324.67016302,2211.23472321308,6665.04999347502,4999217.96900062,11168887.9749184,4929.72662597267,6846.9609026085,1.08189541874892,1.18454725694241,0.692836705111237,0.956891766882516,157.029033329408,46.5439430177682,253.050067388837,0.398759794865122,38.8912899659531
"RCP 8.5","Full Adaptation","Full","FRA","France","Crozet Islands",54335.0916672048,149190.612320833,2210.20049352104,7503.1845231928,4995713.91329809,12493492.8764717,4928.95059713696,7839.49339239197,1.08126524050192,1.27857407821838,0.696355878452402,0.956984273820537,234.697099982055,97.7469823327888,300,0.397258736139628,59.0499486228496
"RCP 6.0","Full Adaptation","Full","FRA","France","France",3884784.99237334,6002958.62485009,338681.394301375,520100.192297817,279719873.201156,383323509.79093,536096.146270845,534283.978892863,1.04613093357566,1.30391806690931,0.657982098969223,0.982727479047965,68.4179163330758,32.8055504146026,48.7428132849457,0.513381160130831,-0.338030293742593
"RCP 8.5","Full Adaptation","Full","FRA","France","France",3868356.81173341,6142015.60598529,339898.512962124,507382.274708559,279827908.032655,363671765.673222,538657.248536197,525120.779705651,1.04244383931415,1.48962374815571,0.657982098969223,0.984670186881121,75.0984001007104,25.1239438218876,41.1701657673147,0.521748797350289,-2.51300226021861
"RCP 6.0","Full Adaptation","Full","FRA","France","French Guiana",357529.605407386,515008.310725149,24184.2628566746,23111.9970536075,24819075.0313298,34125178.5004742,24220.0080358383,24179.6433244269,1.03161080089413,1.45319394380328,0.638525386313466,0.986754966887417,36.0263646906788,14.4750419256268,43.1399194774046,0.583562913907285,-0.166658538476028
"RCP 8.5","Full Adaptation","Full","FRA","France","French Guiana",358427.464342035,507779.57306989,24239.0427250929,17721.7224544554,24972734.1958357,22447101.1401731,24543.501778177,20835.0421499146,1.02412650612868,2.35715068164044,0.622843267108168,0.989585722084026,33.2431747790063,-16.1430411398267,-13.7975063894835,0.592570269545394,-15.1097413147451
"RCP 6.0","Full Adaptation","Full","FRA","France","French Polynesia",1771575.581182,2545204.42095469,164050.781571904,201202.775650525,203779565.217389,236623490.527374,192710.81462284,206255.119511509,1.0473979597493,1.23852769248849,0.645736434108527,0.984374046267472,46.3970436445409,20.6026522620932,70.2055153197217,0.515381798205457,7.02830555471299
"RCP 8.5","Full Adaptation","Full","FRA","France","French Polynesia",1804645.31863814,3195206.85943487,164320.760501771,204406.667760486,203937365.400863,234670723.077345,194559.147640517,207801.431107121,1.04383086936627,1.54472995887216,0.641860465116279,0.988181564513738,82.2674274933425,18.0547759846687,56.1510124408994,0.520739704048622,6.80630215911035
"RCP 6.0","Full Adaptation","Full","FRA","France","Glorioso Islands",134605.588145355,210957.22296145,10636.171856102,12478.0157681575,10537611.1592835,11566021.0835773,10855.0166148675,12760.5494711663,1.06058321328217,1.21643996707996,0.653015030946065,0.990089158169548,47.645489031334,43.3480351037173,66.4501388954434,0.562965247597362,17.5543983386342
"RCP 8.5","Full Adaptation","Full","FRA","France","Glorioso Islands",134259.96605091,280957.674182694,10653.5829300457,12541.9558804614,10572391.2558442,11658516.0332811,10889.1447256859,12722.3888568665,1.05527584468785,1.64020831450514,0.645815410642997,0.992469322309115,97.8427892028824,34.1106424652509,55.3856466452881,0.567803834540179,16.8355199362558
"RCP 6.0","Full Adaptation","Full","FRA","France","Guadeloupe",133574.99344634,201930.123370713,9244.57903211734,9189.66338834018,9790819.40596245,13728907.9520447,9274.94884711762,9610.60959854141,1.02965121193825,1.4284484644931,0.634392728656427,0.986301369863014,43.4889871780764,16.6283541118256,42.0253865172154,0.578593295973433,3.6190038021407
"RCP 8.5","Full Adaptation","Full","FRA","France","Guadeloupe",134885.227898234,172332.162282456,9242.70402707232,6761.99255615923,9791115.73985722,8592861.6883672,9513.13217010066,7794.05861579609,1.02339923702177,2.30814013904811,0.626329150301753,0.988822439067185,20.9616692789211,-17.8966799760417,-17.0008650264515,0.58779743667232,-18.0705315932385
"RCP 6.0","Full Adaptation","Full","FRA","France","Ile Europa",53665.2602200805,58704.2093335574,6214.42459067538,5543.24493937569,6366096.85888749,5970991.48759142,5722.63449255656,5691.54409810165,1.06228483884622,1.21596296702807,0.647402156254615,0.989016200923479,-3.72282549589543,15.0452888167238,33.5371467168698,0.545004976584386,-0.54328813932366
"RCP 8.5","Full Adaptation","Full","FRA","France","Ile Europa",53392.9503403984,70903.069074854,6212.69278441227,5447.35754989728,6362170.62616649,5879410.02401961,5716.03103045186,5641.62816116164,1.05904931280744,1.5942063601181,0.646499778466992,0.992146247938791,16.8378910146221,8.7270586840843,26.5425855629485,0.550686361466431,-1.30165264838215
"RCP 6.0","Full Adaptation","Full","FRA","France","Ile Tromelin",75965.6531703045,81719.6302670863,9715.43738628996,8667.41062455393,9868055.50222509,9098936.31342768,8893.88813253411,8894.23435464409,1.07015051232698,1.21389811909214,0.674137931034483,0.988505747126437,-5.32620269673715,11.4425007755415,23.3762185219654,0.544252873563218,0.00389280936332725
"RCP 8.5","Full Adaptation","Full","FRA","France","Ile Tromelin",75858.8943516421,97472.4781488639,9714.1763972165,8597.77550249689,9866009.92080074,9071298.10875271,8894.09345550747,8881.9188817759,1.06714202695215,1.6135358470405,0.670689655172414,0.991352499540777,13.2530196465856,7.27990316139655,19.2936368288965,0.547099625977559,-0.136883807129661
"RCP 6.0","Full Adaptation","Full","FRA","France","Juan de Nova Island",158529.855835964,241878.079466947,13723.0856198299,15401.1863864912,12576772.6345083,12965518.3115504,13588.7298900787,15754.9037331645,1.05377420743944,1.22091146352859,0.647715736040609,0.984591511794653,35.5258705241982,63.609901918315,80.0069767772638,0.564286943266734,15.9409588725981
"RCP 8.5","Full Adaptation","Full","FRA","France","Juan de Nova Island",157414.372483126,198959.813819631,13724.5639456044,10325.1909185988,12575916.5967073,8361570.70099127,13595.2802113756,10439.9001673677,1.04868979640107,1.56580451478944,0.636040609137056,0.995202224015783,13.0794820654813,-1.20459609146124,5.11285846974208,0.575912883914261,-23.2093785118725
"RCP 6.0","Full Adaptation","Full","FRA","France","Kerguelen Islands",110681.204481892,238759.730921785,2672.12032676835,13666.8389892561,3329239.97456008,17386578.4826884,11317.5427919037,14018.1451523507,1.08357192212562,1.20207647220126,0.705503439649781,0.950609756097561,214.837804963101,70.0835274112894,-100,0.38713258286429,23.8620910042316
"RCP 8.5","Full Adaptation","Full","FRA","France","Kerguelen Islands",110253.904071926,279559.811643191,2671.60072706085,14329.9003062618,3328823.34883872,17801966.9209574,11299.5096906513,14570.8349215792,1.08790432643031,1.288040511409,0.707127799736495,0.957354301572618,268.824258603716,79.1677854848535,-100,0.39497414549681,28.9510369961847
"RCP 6.0","Full Adaptation","Full","FRA","France","Martinique",102209.960907793,134382.216995175,6674.08105623329,6520.88758830574,7090600.37287484,9872442.00176861,6926.38050185,6786.00707228537,1.03010168640019,1.42026576812773,0.635266788006514,0.986206765338792,25.2614040364519,12.5993135668824,37.8784637502455,0.580392032126798,-2.02664912109779
"RCP 8.5","Full Adaptation","Full","FRA","France","Martinique",101414.651248726,74389.3970675424,6674.41091716616,4007.9553722359,7089798.33835687,4483211.06095752,6934.02373804374,4385.91477235789,1.02372169386811,2.05121628166298,0.624992815403774,0.985969672295002,-30.549980197968,-32.4553813452517,-40.6824132527605,0.585634391137803,-36.7479123514615
"RCP 6.0","Full Adaptation","Full","FRA","France","Mayotte",167925.186975025,206053.126258544,13066.7218196691,13496.5569838309,12821893.0926387,12551230.1033849,13697.1719347449,13828.5238037612,1.05277653030683,1.2191186830744,0.640625,0.994758771929825,15.2139745465674,24.3655213490502,50.2021017914108,0.579654605263158,0.958970725067344
"RCP 8.5","Full Adaptation","Full","FRA","France","Mayotte",166481.459076443,267643.196274533,13060.8032273556,13384.4744394036,12812643.5172992,12441283.6197106,13696.1665482599,13769.6474791741,1.04813981720976,1.63568080196232,0.634895833333333,0.997359977483816,51.1712857543765,15.8577040414429,39.6530419703358,0.583297477483816,0.53650728220401
"RCP 6.0","Full Adaptation","Full","FRA","France","New Caledonia",2241584.56249853,3498763.12132092,194081.023344973,222861.982622122,224557276.250228,208483399.364638,196880.280178813,227880.0737241,1.05134618828962,1.21504140809503,0.644456834986681,0.989490159371669,39.8520052292166,48.8923543564248,34.3083050219926,0.544965984897526,15.7455045864072
"RCP 8.5","Full Adaptation","Full","FRA","France","New Caledonia",2296967.19586799,4450987.56499837,194868.121865708,223657.676428614,225731468.389501,205331699.07691,202252.929215065,229429.778934495,1.04729371480582,1.62682065778506,0.637108305777533,0.986688888901236,72.9008066717592,46.6617267944687,51.8694089438518,0.546731026312827,13.4370611218841
"RCP 6.0","Full Adaptation","Full","FRA","France","Northern Saint-Martin",24755.5431701059,37765.6064136272,1549.27276755159,1550.11000677125,1644403.36885469,2355134.67963204,1581.09051858167,1626.35033928679,1.03023127895554,1.4224286771821,0.636657088122605,0.986206896551724,45.5919043677238,16.7081984795619,43.7242716048086,0.578745210727969,2.862569863851
"RCP 8.5","Full Adaptation","Full","FRA","France","Northern Saint-Martin",24917.8164190079,32219.7509887725,1549.61892769544,1080.03517803796,1647046.34128401,1373667.89609721,1617.56336740188,1278.27402805749,1.02499772193177,2.31264826222403,0.628615900383142,0.988450482629587,22.9000902767099,-22.1964279750489,-22.2039756236364,0.583972513280928,-20.9753352593137
"RCP 6.0","Full Adaptation","Full","FRA","France","Réunion",116719.394599366,124568.339976959,13904.0943424899,12215.1059144013,14116524.5586458,13033970.1813909,12637.8380400167,12539.7577546684,1.07280303329494,1.21461496383855,0.669662921348315,0.988725956960579,-6.45752994974478,12.8261226846843,29.1435914948762,0.543220338983051,-0.776084366944568
"RCP 8.5","Full Adaptation","Full","FRA","France","Réunion",116537.343676503,150773.291913599,13901.8914132072,12060.7884637602,14112977.079098,12851890.1308208,12638.1687856757,12490.9180506017,1.06983375865687,1.5983009744006,0.666292134831461,0.991486792868149,13.5935579675258,7.32578469682036,22.5095231040091,0.545981174890621,-1.16512714437624
"RCP 6.0","Full Adaptation","Full","FRA","France","Saint Pierre and Miquelon",112642.349817077,155917.107614024,8148.55748101433,12413.7124050408,13736701.8010614,20957370.2633046,11479.6354982446,12721.7249076635,1.02179966415331,1.23226018961995,0.646568454481299,0.963302752293578,53.2302176094935,32.4881911763652,46.6008720957699,0.490940366972477,10.8199377028022
"RCP 8.5","Full Adaptation","Full","FRA","France","Saint Pierre and Miquelon",112193.293297572,174410.299404649,8148.89732159914,12589.8571630536,13746460.0008409,20788993.7800997,11484.2864416715,13167.8154918992,1.01751769059829,1.4219967036593,0.642814685314685,0.968048373644704,75.6642097136936,30.389517605558,50.7671526420293,0.510268653364984,14.6594136151019
"RCP 6.0","Full Adaptation","Full","FRA","France","Wallis and Futuna",194316.460927217,258225.751620837,16767.648704294,19693.3875554206,26962920.3562051,26446166.8008344,18687.8662795579,20241.1286355186,1.04615550005805,1.21907492789259,0.637108729269984,0.99290780141844,35.4232925444437,3.94617703052503,16.3375688543393,0.569108942569189,8.31160889491084
"RCP 8.5","Full Adaptation","Full","FRA","France","Wallis and Futuna",193864.402442766,326175.070703952,16762.3213125644,18725.3240947653,26950564.1609082,24942471.0599871,18688.0309210228,19629.1389910912,1.04314288963311,1.63418320662734,0.633562629979203,0.996443696106944,62.4354271135466,11.1424954968489,43.9460453831295,0.574063276974005,5.03588673437907
"RCP 6.0","Full Adaptation","Full","FSM","Micronesia","Micronesia",3240217.92766687,3704938.58849642,317881.43034701,279325.05723408,367452133.509132,310991094.99033,283344.643262798,286681.704423409,1.05855360373797,1.22245808784379,0.645212765957447,0.99468085106383,1.96570269730474,8.57679662365403,7.75904013987707,0.560106382978723,1.17773927969284
"RCP 8.5","Full Adaptation","Full","FSM","Micronesia","Micronesia",3273366.10824882,4135854.5263784,318352.688515193,244391.368370538,367953192.594794,258413690.752306,285894.13931784,253030.739254393,1.05493736698509,1.70910846624185,0.641489361702128,0.997308921825051,10.3074433392135,-1.35507528927163,3.5074834323738,0.56167062395271,-11.4949540910005
"RCP 6.0","Full Adaptation","Full","GAB","Gabon","Gabon",1831225.88758454,129447.972999056,113128.037430404,13651.1585182018,71446731.9627105,11239257.0414741,191135.274673954,14094.7112500225,1.05513719707139,1.59946449672237,0.672413793103448,0.984548016256225,-91.7517786687323,-91.0705977833246,-81.3041519006136,0.539720430049329,-92.6257927668946
"RCP 8.5","Full Adaptation","Full","GAB","Gabon","Gabon",1802133.60498512,72082.9216570681,110647.869833795,6715.02676602544,68958284.1987362,5469592.10710461,190093.78958596,6955.80072184618,1.04886219972715,1.51963517283368,0.670554583832874,0.989332881049299,-95.2580769547831,-95.674546175217,-90.8438041236498,0.557238069595575,-96.3408585114766
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Anguilla",91834.8586920445,136331.599483082,6704.82364522328,6634.34853988911,7093484.80125302,9697703.96049969,6710.28521776841,6925.58480718649,1.03086373099025,1.4224286771821,0.6374591225514,0.986206896551724,41.1196400739248,14.5809332398911,38.7003499585456,0.577473692731099,3.2085013144893
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Anguilla",92919.9971006496,90722.6533386555,6708.00187654885,4649.78118349722,7107395.32797263,5476593.42897017,6883.0709093527,5147.8642015884,1.02499772193177,2.35406974876204,0.628615900383142,0.988643317230274,-7.4152079372169,-22.9281315813452,-26.6140203999246,0.584165347881615,-25.2097752677007
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Ascension",103625.013336486,81477.038261691,13372.5398252623,10140.0920217848,12647996.1655796,11295119.4968744,12123.4183325293,10410.4995266292,1.05133759016373,1.28994135404225,0.675555555555556,0.982826359492449,-30.2446362600517,-7.73247199750366,-0.430214434219142,0.522826359492449,-14.1290084934548
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Ascension",103350.482369201,73076.9972235421,13366.6917676935,9548.54578620714,12644041.5444914,9296498.65048695,12124.0021266249,9792.39193148469,1.04719189011246,1.56184431779576,0.673333333333333,0.985701668585494,-36.8422779778024,-15.7934227962782,-20.0864996170974,0.531627594511419,-19.2313575236007
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Bermuda",196976.302167189,212400.004096492,23247.1009686786,20336.1497684551,19578875.7777656,21965656.1096264,24117.537644635,21657.8177418599,1.05448007033736,1.35352557499272,0.686428571428571,0.985610914994712,-0.735008101249626,4.40108770876281,29.5147286816896,0.542753772137569,-10.1988848903996
