"rcp","scenario","scenario_short","sovereign_iso3","sovereign","country","msy_tot1","msy_tot2","c_tot","p_tot","bbmsy_avg2","bbmsy_good_prop","c_tot_rel","p_tot_rel","b_prop_diff","msy_pdiff"
"RCP 6.0","Full Adaptation","Full","Disputed","Disputed","Paracel Islands",102740.404993281,77499.3667608479,8449253.61353225,8309749679.67904,1.22811105409053,0.931285788651744,20.4869072330943,113.668834420301,0.614055179593961,-24.567781520896
"RCP 8.5","Full Adaptation","Full","Disputed","Disputed","Paracel Islands",102740.404993281,74917.955738346,7819271.26739718,7794741335.05737,2.00208926215585,0.930046775634624,-4.34858829481194,65.354418620982,0.758816418773322,-27.0803383116452
"RCP 6.0","Full Adaptation","Full","Disputed","Disputed","Southern Kuriles",143886.085433699,150680.475227129,11730124.1011449,13307346288.3723,1.21200704797998,0.935533277638541,11.6641497825061,105.395143952647,0.499721526037316,4.72206174276689
"RCP 8.5","Full Adaptation","Full","Disputed","Disputed","Southern Kuriles",143886.085433699,154847.123172219,11797950.324105,13354425912.2084,1.36813930706584,0.935546603694958,13.2475081793176,138.213262965261,0.569523544936797,7.61785804755304
"RCP 6.0","Full Adaptation","Full","Disputed","Disputed","Spratly Islands",154076.699363169,167182.542019499,16372115.6346691,16377363039.1601,1.22712940298832,0.930113052415211,23.9757904225945,117.938204762798,0.606696597609131,8.50605101906999
"RCP 8.5","Full Adaptation","Full","Disputed","Disputed","Spratly Islands",154076.699363169,57746.9158680751,14752867.5369453,14993050794.5175,1.96664513054101,0.929949847361535,-1.62536649199463,68.7217316033796,0.760793720017444,-62.5206691818068
"RCP 6.0","Full Adaptation","Full","Disputed","Disputed","Sudan/Egypt",5524.8082648128,4814.15418657949,553386.977682106,564147882.245362,1.22836170490575,0.945482750978799,48.2301394014001,86.1789319548529,0.668094851148703,-12.8629636391081
"RCP 8.5","Full Adaptation","Full","Disputed","Disputed","Sudan/Egypt",5524.8082648128,1.5743522757696e-19,407120.045783465,427376153.524561,1.91383037696384,0.918006430868167,3.47508664105183,32.094156065294,0.754742765273312,-100
"RCP 6.0","Full Adaptation","Full","Disputed","Disputed","Trinidad and Tobago/Venezuela/Guyana",86.1993684104183,86.1951661833766,7495.25396518326,9234263.1978747,1.20511499911622,0.893033707865169,8.68976129433084,21.5918263737881,0.48,-0.00487500908554226
"RCP 8.5","Full Adaptation","Full","Disputed","Disputed","Trinidad and Tobago/Venezuela/Guyana",86.1993684104183,80.4714343219974,7433.0131505342,8898180.51227365,1.34388097670575,0.888636363636364,8.64509271819805,24.0242168739826,0.555,-6.64498382534387
"RCP 6.0","Full Adaptation","Full","Disputed","Disputed","Western Sahara/Mauritania",17739.0361640322,26469.4018757353,1708424.27374379,818800122.463471,1.40512556296246,0.929049245658981,16.9952400554751,300,0.632152006831768,49.2155584495893
"RCP 8.5","Full Adaptation","Full","Disputed","Disputed","Western Sahara/Mauritania",17739.0361640322,26375.7915435375,1779603.15143877,830915370.542492,1.64401526333889,0.928728303223521,3.36158154409355,-300,0.7192348565356,48.687850341143
"RCP 6.0","Full Adaptation","Full","DJI","Djibouti","Djibouti",4984.94486851187,4967.23145670584,429309.968904659,356140844.194581,1.22073480739356,0.934350802379082,33.4126249631842,174.179579073332,0.631578947368421,-0.355338168690994
"RCP 8.5","Full Adaptation","Full","DJI","Djibouti","Djibouti",4984.94486851187,9.29761446196284,278459.465429204,232320044.873146,1.58741970686558,0.919476158495635,2.45076054276554,61.0535121451899,0.735997313633311,-99.8134861125407
"RCP 6.0","Full Adaptation","Full","DMA","Dominica","Dominica",4223.12721333837,4230.08666637658,360845.632977282,525670112.674955,1.44765857163092,0.915087070426876,32.8006033342241,115.206749788046,0.670904607797812,0.164793828995559
"RCP 8.5","Full Adaptation","Full","DMA","Dominica","Dominica",4223.12721333837,2238.40928013508,338698.244695899,479290729.931232,2.11409487373188,0.912737897812525,-6.56573717430706,72.7900261367671,0.739714127773829,-46.9964041560182
"RCP 6.0","Full Adaptation","Full","DNK","Denmark","Denmark",236543.733122563,245323.953388818,20290321.7126013,15054812691.3768,1.26767435394523,0.91066763425254,15.4787621810537,145.894950969811,0.620972423802613,3.71188031504774
"RCP 8.5","Full Adaptation","Full","DNK","Denmark","Denmark",236543.733122563,236771.034417614,20165953.3953605,15033159097.1632,1.41907301532847,0.911674182234629,16.2256778436743,184.334582108558,0.686851334908024,0.0960927148865138
"RCP 6.0","Full Adaptation","Full","DNK","Denmark","Faeroe Islands",252139.062181459,315888.209340325,23608393.638643,19765238125.6418,1.26648333715685,0.906322170900693,24.1945695346742,187.022763773118,0.61965935334873,25.2833284169934
"RCP 8.5","Full Adaptation","Full","DNK","Denmark","Faeroe Islands",252139.062181459,345274.83811618,25752131.6897328,20502678558.0205,1.40656773711998,0.907541542394546,26.7382154656922,238.492841796169,0.686479193296407,36.938257455599
"RCP 6.0","Full Adaptation","Full","DNK","Denmark","Greenland",593077.380974386,702925.57183703,54616588.4537448,60702473549.6856,1.22546196385367,0.874818241903503,29.7034271275613,244.276343059241,0.583212161269002,18.521729943936
"RCP 8.5","Full Adaptation","Full","DNK","Denmark","Greenland",593077.380974386,729394.773513317,56323259.8579619,62591134008.5081,1.370794885029,0.877715307947866,32.0528864111725,300,0.667390748786098,22.984756612193
"RCP 6.0","Full Adaptation","Full","DOM","Dominican Republic","Dominican Republic",27375.6049455916,28723.1880925176,2506296.83920228,3483809931.13769,1.47442963328618,0.91326143095853,33.2151913892656,101.487494873896,0.668843992100866,4.9225693810393
"RCP 8.5","Full Adaptation","Full","DOM","Dominican Republic","Dominican Republic",27375.6049455916,16421.4024078761,2328730.20031076,3120709841.8791,2.42969390109293,0.910306845003934,-4.94472407041549,61.7570291581293,0.730369787568843,-40.014467477474
"RCP 6.0","Full Adaptation","Full","DZA","Algeria","Algeria",124312.175612328,98206.8198472415,8353251.5131789,4591623525.25601,1.3438818773836,0.921767193411974,20.8970841760428,94.8252266647578,0.662641887380369,-20.9998382189825
"RCP 8.5","Full Adaptation","Full","DZA","Algeria","Algeria",124312.175612328,96033.4434627657,9177168.78098515,4854750313.83209,1.4668239032843,0.919056724028043,14.0069890102009,79.8343122696362,0.725748884639898,-22.7481596314027
"RCP 6.0","Full Adaptation","Full","ECU","Ecuador","Ecuador",115873.616694112,108800.77824736,9458339.27251163,8687364633.64934,1.37303185236749,0.906992084432718,13.8295889551624,300,0.563984168865435,-6.10392481786656
"RCP 8.5","Full Adaptation","Full","ECU","Ecuador","Ecuador",115873.616694112,103317.886620479,9626814.53621534,8845608678.96921,1.80516452956001,0.898945187417593,1.01561805550107,117.849620536769,0.688453569410435,-10.8357108648626
"RCP 6.0","Full Adaptation","Full","ECU","Ecuador","Galapagos Islands",227048.911604712,190575.698877362,18106836.0012911,16204300907.095,1.38479427319017,0.909440492213036,20.3080115609967,300,0.569601999615459,-16.0640332823304
"RCP 8.5","Full Adaptation","Full","ECU","Ecuador","Galapagos Islands",227048.911604712,159410.466101595,18145638.7960822,16203408206.6297,1.76758731340831,0.900542846064366,7.58583772846503,122.362262082641,0.690577743311361,-29.790253133155
"RCP 6.0","Full Adaptation","Full","EGY","Egypt","Egypt",158703.9383328,148637.501777113,12324139.5665663,6747267893.50193,1.26956630725142,0.932027843005703,23.4269715006565,89.5749942476671,0.687730627306273,-6.34290280470412
"RCP 8.5","Full Adaptation","Full","EGY","Egypt","Egypt",158703.9383328,58822.5402179376,11680659.6688809,6466833011.24163,1.74611509339542,0.927976339248521,13.3090755388706,72.0037402144583,0.782970923935683,-62.9356770626652
"RCP 6.0","Full Adaptation","Full","ERI","Eritrea","Eritrea",34056.0560524904,31396.5025782323,3115557.99366662,3076000442.76402,1.23488079406939,0.93105593575024,43.7970565537855,195.486560221749,0.633165544935241,-7.80934078261725
"RCP 8.5","Full Adaptation","Full","ERI","Eritrea","Eritrea",34056.0560524904,7.28997556621054e-20,1701066.49022128,1661066071.35183,2.34294050418414,0.914806442497881,4.71413098336945,51.4628371526213,0.733611189601582,-100
"RCP 6.0","Full Adaptation","Full","ESP","Spain","Canary Islands",174717.533491399,243221.437024257,18182905.0426529,9644316905.2175,1.35936962671194,0.919265552206084,24.6697733114741,124.627090187995,0.649109345026035,39.2083737470064
"RCP 8.5","Full Adaptation","Full","ESP","Spain","Canary Islands",174717.533491399,210249.470734077,16268760.417788,8885977155.68394,1.61245788401953,0.920677557285385,14.2284837708486,109.847694165947,0.734130029602017,20.3367896356139
"RCP 6.0","Full Adaptation","Full","ESP","Spain","Spain",527506.517242275,526775.315837529,43457045.6143398,25009590822.6998,1.3268133679548,0.908945159617108,22.2732431663783,98.8495300750966,0.639505823548828,-0.138614667467763
"RCP 8.5","Full Adaptation","Full","ESP","Spain","Spain",527506.517242275,463910.420892663,41724864.6768325,23379370659.0053,1.55186783722072,0.909579483311333,16.0583996271616,94.4381552367437,0.723081274750141,-12.0559830581968
"RCP 6.0","Full Adaptation","Full","EST","Estonia","Estonia",30676.1459730845,35061.4660245938,2981244.52688718,2504203586.69916,1.27676215421832,0.927289461573861,11.4253350246263,209.302726155118,0.687528762080074,14.2955378271998
"RCP 8.5","Full Adaptation","Full","EST","Estonia","Estonia",30676.1459730845,23025.3227386343,2687423.7594443,2117477191.25327,1.40696189310915,0.926863138404567,11.2012923981404,241.615666049019,0.749421385588644,-24.9406272911957
"RCP 6.0","Full Adaptation","Full","FIN","Finland","Finland",37487.5621572603,62945.996750282,4492469.62463314,2994699361.6616,1.27584358698281,0.934901105746768,9.78815528513215,236.210896622827,0.696464725120698,67.9116835771383
"RCP 8.5","Full Adaptation","Full","FIN","Finland","Finland",37487.5621572603,62324.1874509022,4949960.25270779,3726580511.76614,1.40506843988051,0.933644859813084,12.4358659623089,300,0.757632398753894,66.2529752920508
"RCP 6.0","Full Adaptation","Full","FJI","Fiji","Fiji",134990.590714389,158498.356995884,12518664.0927728,12720856854.7493,1.21428193005812,0.922111249826606,51.1005724950575,245.034958096751,0.616798446386461,17.4143739627248
"RCP 8.5","Full Adaptation","Full","FJI","Fiji","Fiji",134990.590714389,161324.642263734,13229580.9380209,12945838105.1858,1.83276460791927,0.91912886669441,14.8473756589468,124.545757129539,0.744139270356499,19.5080645324838
"RCP 6.0","Full Adaptation","Full","FRA","France","Amsterdam Island and Saint Paul Island",15640.1772764511,15915.4965549128,1374437.32103215,1428021872.08583,1.19948327858837,0.920879710339279,35.4963103037676,70.052698526342,0.486254525948773,1.76033348980144
"RCP 8.5","Full Adaptation","Full","FRA","France","Amsterdam Island and Saint Paul Island",15640.1772764511,15946.4546692737,1379813.07261611,1435586726.51583,1.4381288727368,0.920541337263835,12.4810840132842,42.5103395651161,0.618116039126357,1.95827315387122
"RCP 6.0","Full Adaptation","Full","FRA","France","Bassas da India",5649.38512809828,5635.76780601637,491506.572472511,522866830.171204,1.21502847736071,0.929242056830193,40.6175857447139,108.368126551767,0.610582602748243,-0.241040781839794
"RCP 8.5","Full Adaptation","Full","FRA","France","Bassas da India",5649.38512809828,4832.42600753731,489442.909341133,521311190.568387,1.80651934240739,0.927731197597297,10.8085069623556,67.8192106730846,0.754160931047428,-14.4610272098049
"RCP 6.0","Full Adaptation","Full","FRA","France","Clipperton Island",10376.0552931509,10251.5642111997,903082.439604179,940883960.068703,1.19843264453407,0.90431109816487,23.3104609770459,51.068535449387,0.522866297698806,-1.19979200605648
"RCP 8.5","Full Adaptation","Full","FRA","France","Clipperton Island",10376.0552931509,10240.8594542803,902955.558902172,939201661.965028,1.57157602653411,0.904552774117992,11.0603514024243,33.6964065754476,0.681305811740594,-1.30295989228073
"RCP 6.0","Full Adaptation","Full","FRA","France","Crozet Islands",4929.93428022358,7326.70178800384,450597.334814245,788343108.16522,1.18270388549505,0.912121212121212,70.9075047970576,-300,0.489141414141414,48.6166218765816
"RCP 8.5","Full Adaptation","Full","FRA","France","Crozet Islands",4929.93428022358,8033.40209681461,511463.743926726,906712151.346467,1.31864103709464,0.912372417226786,37.3372023792492,300,0.556385362210605,62.9515048312225
"RCP 6.0","Full Adaptation","Full","FRA","France","France",539776.549883806,534211.933005164,43496777.2748839,32751698249.4451,1.31108802709946,0.913093746989113,22.2836996266749,135.581582228429,0.631804605453319,-1.03091119461176
"RCP 8.5","Full Adaptation","Full","FRA","France","France",539776.549883806,523603.259404297,43499161.4600108,32304767193.9026,1.53934455766514,0.913037166085947,17.6610393146745,151.243848141988,0.709591560201316,-2.9962936483607
"RCP 6.0","Full Adaptation","Full","FRA","France","French Guiana",23843.1903356058,24024.6133151272,2083040.73619237,2906257572.45919,1.48765193929416,0.913583922590249,35.9459233220396,118.506556581197,0.674804614812058,0.760900605026867
"RCP 8.5","Full Adaptation","Full","FRA","France","French Guiana",23843.1903356058,14735.0587392591,1989106.32503704,2719872685.58153,2.31340003161426,0.909490600363857,-7.27319907053769,85.5195516473857,0.737719830200121,-38.2001379351709
"RCP 6.0","Full Adaptation","Full","FRA","France","French Polynesia",192759.502259896,206068.411044018,17092249.4626349,20651822342.9967,1.23996924554595,0.917720966756827,29.0751868519505,166.778009693273,0.595672279905767,6.90441126278578
"RCP 8.5","Full Adaptation","Full","FRA","France","French Polynesia",192759.502259896,206848.117418847,17321190.7626361,20707295101.7272,1.68737124576082,0.916542604431211,15.3344376873714,111.602259650822,0.723180663805937,7.30890824772717
"RCP 6.0","Full Adaptation","Full","FRA","France","Glorioso Islands",9607.4026881944,12760.935514057,1071639.23117535,1009255142.31297,1.21497513554783,0.930929264909847,44.5921217634497,197.520321340672,0.627850208044383,32.8239892529715
"RCP 8.5","Full Adaptation","Full","FRA","France","Glorioso Islands",9607.4026881944,12715.1909096183,1081707.64354889,1021813570.95772,1.86780679834184,0.929102820341994,4.32653384754624,120.019219411437,0.768376637797024,32.3478501139827
"RCP 6.0","Full Adaptation","Full","FRA","France","Guadeloupe",9075.42036875678,9604.32246956904,814765.916333071,1160593067.95305,1.46578745279808,0.915316982878297,30.1296705189193,106.047533213072,0.671139904365263,5.82785236740187
"RCP 8.5","Full Adaptation","Full","FRA","France","Guadeloupe",9075.42036875678,5277.85940964403,776270.651068837,1083621194.54543,1.97617320740847,0.913401899976447,-6.68839484259498,77.9298699098823,0.74208997409123,-41.8444634497186
"RCP 6.0","Full Adaptation","Full","FRA","France","Ile Europa",5722.80596621351,5691.59744256525,496403.024230196,530403737.562352,1.21466154191251,0.928750996382366,39.9035925550177,105.001824646143,0.609908639401557,-0.545336043760839
"RCP 8.5","Full Adaptation","Full","FRA","France","Ile Europa",5722.80596621351,5529.12285460282,495752.478762854,529454918.858497,1.80887154477133,0.927655903376879,10.7333107144694,66.3297226392831,0.752957850628543,-3.38440815142379
"RCP 6.0","Full Adaptation","Full","FRA","France","Ile Tromelin",8894.12861822067,8894.32735347986,776854.754401812,811008503.444186,1.21488036547676,0.931421929484696,28.7125150285053,62.8082298119538,0.605256360583753,0.00223445452296035
"RCP 8.5","Full Adaptation","Full","FRA","France","Ile Tromelin",8894.12861822067,8877.20709123134,777025.858625532,811876935.008383,1.83211612981517,0.930551069190516,9.70394112589977,44.1442601450763,0.75463531235868,-0.190255029083619
"RCP 6.0","Full Adaptation","Full","FRA","France","Juan de Nova Island",12047.7899744918,15754.593194027,1321718.2911947,1131516676.24756,1.21273707248303,0.924075350333104,56.8909602484053,182.903713398415,0.620951068228808,30.767495344652
"RCP 8.5","Full Adaptation","Full","FRA","France","Juan de Nova Island",12047.7899744918,202.009565176582,1277218.8195053,1094218474.50552,1.321243528897,0.922920183966933,4.41312744206941,93.4023367142588,0.761541596320661,-98.3232645522184
"RCP 6.0","Full Adaptation","Full","FRA","France","Kerguelen Islands",11315.6960883886,14135.178231143,1000273.10776678,1295232862.06188,1.20184787457932,0.907817315774727,149.886711278666,-230.864096945262,0.487531521434576,24.9165594474349
"RCP 8.5","Full Adaptation","Full","FRA","France","Kerguelen Islands",11315.6960883886,14732.9767397759,1016294.17219835,1305484717.39222,1.30395983768563,0.912,84.0776353060204,-300,0.558193548387097,30.1994735869043
"RCP 6.0","Full Adaptation","Full","FRA","France","Martinique",6909.93597286993,6687.17196915765,586411.71822761,844038298.1742,1.44765857163092,0.915073982737361,31.9590769919956,112.593447098856,0.670853884093711,-3.22382153158726
"RCP 8.5","Full Adaptation","Full","FRA","France","Martinique",6909.93597286993,3595.43061693462,547430.363038097,764767391.944239,2.27391060333703,0.91084492322534,-6.40236230009094,68.385284543682,0.737197523916713,-47.9672368738127
"RCP 6.0","Full Adaptation","Full","FRA","France","Mayotte",13405.4433237234,13829.0049258505,1180835.59786444,1113058643.11316,1.21751306422183,0.930832356389215,48.1808639496986,207.398985509275,0.626318874560375,3.15962398183057
"RCP 8.5","Full Adaptation","Full","FRA","France","Mayotte",13405.4433237234,13731.5510433046,1189712.73062613,1122759392.33138,1.85478274735644,0.929401408450704,5.91069896420615,117.795173407631,0.772711267605634,2.43265151107762
"RCP 6.0","Full Adaptation","Full","FRA","France","New Caledonia",196961.10994289,227897.31691922,18297879.8724039,18134178443.7759,1.21629403557614,0.927413172946518,59.5372498609335,229.995458514902,0.610944041511882,15.706759057816
"RCP 8.5","Full Adaptation","Full","FRA","France","New Caledonia",196961.10994289,229413.568582262,18710423.1613175,18299633957.5857,1.83774308869685,0.923832052040213,12.5103405358868,113.453468962067,0.739917208752218,16.4765819246151
"RCP 6.0","Full Adaptation","Full","FRA","France","Northern Saint-Martin",1551.41958167766,1625.27274021439,137357.010417381,198494233.310416,1.46066592402991,0.915045345322068,33.6878844995938,124.608052224666,0.66956049918611,4.76036008626811
"RCP 8.5","Full Adaptation","Full","FRA","France","Northern Saint-Martin",1551.41958167766,775.430192915899,129743.77142463,183329339.770426,1.72016849078009,0.913194718950115,-9.08693324259557,86.3264834104815,0.738161119456083,-50.0180220699952
"RCP 6.0","Full Adaptation","Full","FRA","France","Réunion",12638.2189174241,12539.0009307942,1102057.48435692,1162833057.69873,1.21563251686918,0.93234365129501,34.2631526141738,81.0352285245002,0.592545799115603,-0.785063047872295
"RCP 8.5","Full Adaptation","Full","FRA","France","Réunion",12638.2189174241,12488.0835760699,1098658.40110173,1161130574.78998,1.80295103947919,0.93130737575182,9.97197242036483,54.4209210259527,0.746945235834125,-1.18794699106917
"RCP 6.0","Full Adaptation","Full","FRA","France","Saint Pierre and Miquelon",11480.0320250363,12722.3735558432,1001991.62498683,1721784280.09864,1.23959146605158,0.88784751474305,27.5592130989008,106.232381310317,0.514848357203033,10.8217601492529
"RCP 8.5","Full Adaptation","Full","FRA","France","Saint Pierre and Miquelon",11480.0320250363,13165.1533569425,1048648.04628564,1764076577.74366,1.45939132039179,0.886481443085217,23.241899313503,117.085436965784,0.603151565415716,14.678716298275
"RCP 6.0","Full Adaptation","Full","FRA","France","Wallis and Futuna",17596.3187279105,20240.9401941645,1698207.08567382,2326877590.40253,1.22073521627031,0.929535831269473,38.5282607570722,290.063451083207,0.630103059838619,15.0294019285929
"RCP 8.5","Full Adaptation","Full","FRA","France","Wallis and Futuna",17596.3187279105,17729.6506105365,1691294.4838581,2317150349.88601,1.83194832949402,0.92869746551171,14.6520613768376,151.795195342841,0.759544433750401,0.75772600330623
"RCP 6.0","Full Adaptation","Full","FSM","Micronesia","Micronesia",281071.275992288,286688.943231426,24975774.8579041,27976820020.4925,1.22449117345648,0.933540521157064,39.1874983302928,138.515657227885,0.601422424097538,1.99866287271977
"RCP 8.5","Full Adaptation","Full","FSM","Micronesia","Micronesia",281071.275992288,220516.696086767,24681105.9313416,27514656866.8358,1.96055076341434,0.932450251738192,6.61971248780402,80.2815485037196,0.766123231838888,-21.5442078496783
"RCP 6.0","Full Adaptation","Full","GAB","Gabon","Gabon",171579.153169985,13792.2781098628,4753751.98030188,2744313050.32269,1.25916457506685,0.921415330055614,-0.0569722479509913,63.1000016885231,0.673813169984686,-91.9615653445971
"RCP 8.5","Full Adaptation","Full","GAB","Gabon","Gabon",171579.153169985,1793.0663585022,3283986.49061491,2127833984.13512,1.43948098771719,0.908397665223122,-16.8008897663502,26.4269950480432,0.700809640369045,-98.9549625782767
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Anguilla",6568.51695206497,6911.50762424505,588850.586141917,823582085.683223,1.46066592402991,0.915251608901295,27.4123911004361,93.3030854082157,0.669690625726913,5.22173688038137
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Anguilla",6568.51695206497,3988.21385604561,559037.523261879,762967703.152186,1.69387921868337,0.913420596120486,-5.05667574949615,65.171970638408,0.737423119381801,-39.2828870633907
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Ascension",12122.8190892462,10403.4604148758,1025394.81212683,1138971320.11778,1.25335599894051,0.916374519025224,14.8726063961775,28.670358921839,0.632235998289868,-14.1828287769759
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Ascension",12122.8190892462,9773.27271082827,969700.968195222,1034646772.60259,1.51445507184196,0.909410892923305,5.59765480932104,19.0100225771157,0.705909596146721,-19.381188163586
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Bermuda",24114.951991082,16583.1490021611,2002954.9925392,1956389501.20821,1.38237559543878,0.922388781431335,15.8047394691788,46.5143283549494,0.632253384912959,-31.2329172030125
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Bermuda",24114.951991082,16201.8887743742,1776613.75313214,1869018637.66291,2.3071532360164,0.922527784538006,0.969863091839534,45.5752800247004,0.72905005272978,-32.8139289667013
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","British Indian Ocean Territory",57150.5468800658,57990.5943625652,4893826.53575123,4751911558.65922,1.21996492661004,0.93347879601656,33.2028524455409,104.248895914864,0.613852523218082,1.4698852913207
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","British Indian Ocean Territory",57150.5468800658,32330.6950203242,4857857.86103514,4719005054.91776,1.82828043302606,0.933071528751753,2.58538032092591,71.4189595917772,0.765441795231417,-43.4288965105228
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","British Virgin Islands",4764.3433368066,4740.99370741163,405733.352546681,560998397.378652,1.43985877976516,0.915477667493797,25.0123472998575,83.4015139501389,0.66958746898263,-0.490091241212264
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","British Virgin Islands",4764.3433368066,2897.19396821766,384225.239877303,516087603.127194,1.58451763114047,0.9106997227206,-3.37739800036815,55.7260455491656,0.731772957103246,-39.1900674782275
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Cayman Islands",11782.557928643,7382.57792779231,921068.182687856,1155029245.73285,1.305503746545,0.912983312983313,42.2122146402391,62.8202724161197,0.655352055352055,-37.3431645954779
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Cayman Islands",11782.557928643,7120.89144790477,897879.975034794,1046318887.54032,1.48113332701159,0.901309886954961,-1.961452780987,21.2430471772465,0.713080925892697,-39.5641295291736
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Falkland Islands",375595.000409802,525538.908857983,36999728.3250234,39228705688.1597,1.23534556381905,0.898545935228024,48.3209430710863,158.855896140713,0.539986781229346,39.9216997789056
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Falkland Islands",375595.000409802,594231.71496194,42048828.1161071,43900282228.1754,1.37742020698602,0.903064320388349,28.489892217622,149.129332555911,0.608464805825243,58.210762740076
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Gibraltar",727.909158520094,718.481737466616,58070.0437500782,33816129.2147964,1.32991203071011,0.924752907770436,18.8219466617197,97.6610154209426,0.645388521815104,-1.29513702954989
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Gibraltar",727.909158520094,584.743162771757,55253.38390671,30905824.4485486,1.4996573307074,0.921269768507907,12.212275038561,82.9351724798445,0.720948888379555,-19.6681129880832
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Guernsey",20655.0624176378,19485.9298558109,1612242.53961378,1374670056.82661,1.28632953943073,0.913040603094829,18.9101240366893,148.98187021362,0.623925406692236,-5.66027126032079
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Guernsey",20655.0624176378,19241.0324350278,1634788.79103471,1360934079.21597,1.46010521569586,0.912902155887231,18.5976784332696,180.361417362685,0.69379767827529,-6.84592451970773
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Jersey",6935.95744889454,6655.99216683145,545281.238802968,463577492.153948,1.28738747243903,0.905829047269165,20.4687652700828,150.243702771995,0.612356110702915,-4.03643309702997
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Jersey",6935.95744889454,6577.89960255258,541608.934801187,455674345.121293,1.4664533609387,0.906305642536993,19.3120556307166,177.799014395035,0.685270461103948,-5.16234202675256
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Montserrat",2206.17971814768,2190.56587598922,186165.532292068,268946382.39378,1.4593924940247,0.914472132693971,33.2634957713334,123.35549989455,0.665828158163666,-0.707732104960648
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Montserrat",2206.17971814768,1054.12312188655,172778.315855436,242416103.837215,2.3658431129924,0.911913357400722,-7.95021675142371,71.6788466015711,0.73822703569996,-52.2195262146824
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Pitcairn",17223.9218925262,17249.1249235544,1508039.50984077,1625706434.27014,1.20812436524841,0.92522861753631,9.26542396558962,19.6127795350379,0.532275416890801,0.14632573919809
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Pitcairn",17223.9218925262,16851.4169244342,1503586.44985381,1626257505.66522,1.63536102960332,0.924774592921545,8.58632044782846,17.8585044258525,0.699098371686179,-2.16271863293615
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Saint Helena",18847.6400254937,18971.7480414987,1674006.24712365,1712353239.58258,1.28156999592503,0.905696902654867,36.0470867198857,50.5654212612243,0.60591814159292,0.658480403048322
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Saint Helena",18847.6400254937,18479.3069843943,1667395.45610418,1702921279.21716,1.62762909625179,0.905328171091445,5.04749029577532,39.1166449839888,0.709531710914454,-1.95426610759334
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","South Georgia and the South Sandwich Islands",10170.3261717585,10341.1948449419,739758.176888118,825389391.547395,1.22174295054577,0.898457583547558,-6.29615746800289,17.830130902505,0.538988860325621,1.68007073025722
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","South Georgia and the South Sandwich Islands",10170.3261717585,10346.5445318598,744158.464414006,847968922.850222,1.32704919225731,0.898925586947871,-11.8636872416853,28.0103316191462,0.623557500994827,1.73267166780348
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Tristan da Cunha",22591.1710334247,23230.3528924875,2027373.49139166,2246733542.17617,1.23033534983574,0.897933935420017,35.0369134628565,36.1611227904899,0.552517629592973,2.82934363215204
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Tristan da Cunha",22591.1710334247,23409.8459967531,2038814.00076998,2265653209.2142,1.42686188301914,0.897775030902349,9.16946072943187,30.4718011241695,0.651545117428925,3.62387129962048
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","Turks and Caicos Islands",14927.767983742,15705.0413491079,1379317.59473553,1828328488.40993,1.40168676813908,0.91357839459865,36.4578087216552,97.1915951699264,0.672168042010503,5.20689607590684
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","Turks and Caicos Islands",14927.767983742,8960.82232872599,1258833.64132424,1586614910.63834,1.57217560886735,0.909183433805684,-3.10797108773296,50.5891275663936,0.730447036718077,-39.9721221653142
"RCP 6.0","Full Adaptation","Full","GBR","United Kingdom","United Kingdom",1558436.30380964,1635174.13483882,132236000.046421,100364783929.053,1.29132141091208,0.910781930231243,18.2755389606935,153.989735544604,0.624978797987222,4.92402742682449
